0,0,0.0
1,1126,1300.0
2,2365,4000.0
7,7,600.0
7,135,20000.0
7,689,2400.0
7,2347,42000.0
7,2556,6000.0
8,818,4400.0
9,522,2200.0
9,1217,1000.0
9,2030,1000.0
10,1919,2000.0
11,522,200.0
11,1919,8000.0
11,2739,200.0
17,4061,3600.0
17,4064,300.0
20,3360,10000.0
21,506,800.0
23,3894,2400.0
24,2963,2400.0
26,418,4000.0
29,2201,32600.0
30,3418,3600.0
31,3169,2800.0
32,2727,10000.0
33,4192,1800.0
35,3999,2000.0
37,51,800.0
37,1433,8000.0
40,4040,2000.0
42,1344,1600.0
43,353,16800.0
44,3818,1600.0
49,2666,2000.0
50,73,18000.0
50,89,10800.0
50,97,42500.0
50,198,14000.0
50,208,19000.0
50,954,4030000.0
50,1237,21000.0
50,1408,124000.0
50,1430,36000.0
50,1459,29000.0
50,1646,39000.0
50,1673,544000.0
50,2012,29500.0
50,2041,124000.0
50,2424,19000.0
50,2685,23000.0
50,2887,18000.0
50,2993,91000.0
50,3358,78300.0
50,3407,124000.0
50,3415,161000.0
50,3475,126000.0
50,3712,5000.0
50,3883,65000.0
51,389,600.0
52,424,12000.0
53,2302,6000.0
54,167,2000.0
55,3644,8000.0
59,1266,1200.0
61,3360,20000.0
62,1919,4000.0
64,1383,3000.0
65,1228,3000.0
65,1560,3000.0
65,1675,8000.0
65,1840,4000.0
65,2422,1980000.0
65,2763,3000.0
65,3028,1980000.0
65,3165,10000.0
65,3442,5000.0
65,3611,1000.0
65,3983,10000.0
66,1413,3400.0
66,1622,200.0
66,2975,5400.0
66,3543,400.0
67,1915,2000.0
67,3314,2600.0
67,3352,1000.0
67,3618,600.0
74,261,1000.0
74,539,1000.0
74,1560,1000.0
74,1764,2000.0
74,2763,1000.0
75,1919,2000.0
76,2227,1700000.0
76,2557,1680000.0
77,1479,1000.0
77,1622,1400.0
77,1965,600.0
77,2333,1400.0
77,2919,5600.0
77,3543,1000.0
78,72,2.0
79,4040,4000.0
85,1781,11400.0
86,387,2000.0
86,2171,500.0
87,123,500.0
87,2767,300.0
88,2257,2000.0
91,2045,600.0
93,3085,4800.0
96,3874,10800.0
98,1350,4200.0
103,1919,2000.0
104,2529,1200.0
105,3386,600.0
110,2365,12000.0
112,3228,4000.0
114,2360,1000.0
115,324,2800.0
116,1919,2000.0
117,616,1500.0
118,507,46000.0
118,932,260000.0
118,1085,14800.0
118,1749,50000.0
120,3711,4200.0
122,1810,2000.0
125,1827,900.0
126,1337,18800.0
127,3216,200000.0
128,281,500000.0
129,2803,4000.0
131,3360,2000.0
132,2329,2000.0
132,3442,12000.0
132,3611,1000.0
134,401,2000.0
134,665,1200.0
135,3450,4000.0
139,2933,4000.0
140,1924,3200.0
141,1919,2000.0
143,4115,2800.0
144,3171,2000.0
145,446,4000.0
145,527,12000.0
145,756,2000.0
145,824,2000.0
145,923,2000.0
145,3126,2000.0
145,3442,3000.0
146,3133,9200.0
147,3039,2000.0
153,2776,1400.0
154,2365,2000.0
156,4067,1000.0
158,1529,7000.0
161,710,200.0
161,1919,2000.0
162,1079,1200.0
164,3882,13200.0
165,4154,2800.0
166,148,8500.0
167,186,400.0
167,382,19600.0
167,1304,200.0
167,1372,800.0
167,1772,400.0
167,2182,400.0
167,2480,200.0
167,3801,200.0
167,3985,200.0
168,4040,4000.0
169,298,300.0
169,3200,500.0
171,848,200.0
173,164,12800.0
174,3360,20000.0
176,1992,1000.0
179,4139,1400.0
180,4061,2000.0
181,1433,2000.0
182,1491,4000.0
184,629,2.0
185,4040,4000.0
186,866,400.0
187,3186,2000.0
188,1236,2000.0
190,3625,3200.0
192,1488,400.0
193,527,2000.0
193,1764,600.0
194,138,30000.0
194,160,30000.0
194,226,60000.0
194,359,50000.0
194,369,80000.0
194,459,30000.0
194,507,60000.0
194,519,10400.0
194,932,20000.0
194,986,60000.0
194,1085,60000.0
194,1087,30000.0
194,1131,175400.0
194,1192,30000.0
194,1277,50000.0
194,1293,30000.0
194,1466,30000.0
194,1574,30000.0
194,1597,30000.0
194,1712,80000.0
194,1749,60000.0
194,1829,30000.0
194,1955,30000.0
194,2298,30000.0
194,2371,30000.0
194,2427,60000.0
194,2637,30000.0
194,2667,40000.0
194,2861,30000.0
194,2928,60000.0
194,2958,30000.0
194,2969,30000.0
194,3020,70000.0
194,3032,30000.0
194,3059,130000.0
194,3417,30000.0
194,3794,60000.0
195,426,2000.0
195,1919,2000.0
196,529,14900.0
196,580,13800.0
196,605,30500.0
196,723,39400.0
196,1390,30000.0
196,1411,14800.0
196,1762,29000.0
196,2775,14000.0
196,3113,33900.0
196,3375,5500.0
196,3922,5500.0
196,3970,34400.0
197,167,1000.0
199,2873,3600.0
200,7,11000.0
200,3450,8000.0
203,4184,13600.0
207,3876,500.0
209,1253,400.0
213,1491,4000.0
214,3378,1000.0
214,3904,100.0
215,1919,2000.0
216,3909,200.0
217,4040,2000.0
218,1806,1000.0
219,1548,800000.0
220,1751,1800.0
221,3442,10000.0
222,2203,2000.0
223,1919,2000.0
223,2188,1000.0
226,1558,52000.0
226,1777,46200.0
226,1839,50000.0
226,1876,10000.0
226,2427,38000.0
226,3794,39000.0
227,1137,2000.0
231,2080,200000.0
232,3258,200.0
232,4061,18600.0
233,4040,2000.0
234,994,3000.0
235,3410,2400.0
245,3448,9600.0
246,1784,1000.0
248,3928,5400.0
250,1812,500.0
250,3378,4000.0
252,4164,1700000.0
254,857,2050000.0
256,438,200000.0
257,674,2800.0
258,2649,3000.0
260,1496,3200.0
261,4030,2000.0
262,2365,4000.0
264,1335,34000.0
265,797,6000.0
270,1280,60000.0
270,2707,300000.0
273,2365,14000.0
275,284,60000.0
275,397,70000.0
275,521,200.0
275,705,200.0
275,730,200.0
275,786,200.0
275,833,200.0
275,873,400.0
275,908,400.0
275,1033,200.0
275,1169,400.0
275,1215,1200.0
275,1347,200.0
275,1504,400.0
275,1770,200.0
275,1909,200.0
275,1997,200.0
275,2103,200.0
275,2190,200.0
275,2225,200.0
275,2233,200.0
275,2335,200.0
275,2389,200.0
275,2535,400.0
275,2600,200.0
275,2648,400.0
275,2664,200.0
275,2704,200.0
275,3256,200.0
275,3446,200.0
275,3521,200.0
275,3531,200.0
275,3550,600.0
275,3560,200.0
275,3563,200.0
275,3702,200.0
275,3850,400.0
275,3856,200.0
275,3862,200.0
275,4034,200.0
280,1276,4000.0
282,499,400.0
283,1443,3600.0
284,1732,100.0
285,2189,800.0
