0,0,0
1,2,4000
3,3,600
3,4,20000
3,5,1200
3,6,21000
3,7,3000
8,9,1000
10,9,4000
11,12,2000
13,14,2000
15,16,3000
17,9,2000
18,19,3000
18,20,1500
18,21,8000
18,22,2000
18,23,990000
18,24,3000
18,25,990000
18,26,10000
18,27,5000
18,28,500
18,29,10000
30,31,500
30,32,500
30,20,500
30,33,1000
30,24,1000
34,9,1000
35,14,4000
36,37,250
38,9,1000
39,2,12000
40,41,4000
42,9,1000
43,44,7400
43,45,25000
46,47,1000
46,27,6000
4,48,4000
49,9,1000
50,51,6000
50,52,1000
50,27,1500
53,2,2000
54,9,1000
55,56,600
57,14,4000
58,59,1000
60,14,4000
61,51,1000
62,63,15000
62,64,15000
62,65,30000
62,66,25000
62,67,80000
62,68,15000
62,69,30000
62,70,5200
62,71,10000
62,72,30000
62,44,60000
62,73,15000
62,74,175400
62,75,15000
62,76,50000
62,77,15000
62,78,15000
62,79,15000
62,80,15000
62,81,40000
62,45,60000
62,82,15000
62,83,15000
62,84,15000
62,85,15000
62,86,60000
62,87,15000
62,88,40000
62,89,15000
62,90,30000
62,91,15000
62,92,15000
62,93,70000
62,94,15000
62,95,65000
